rowpair-ledger-v1
G	000	O	19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22
T	000	O	20	19	0	9	10	21	8
T	000	O	20	19	0	10	11	19	5
T	000	O	20	19	0	11	12	17	8
T	000	O	20	19	0	12	13	15	6
T	000	O	20	19	1	7	10	25	6
T	000	O	20	19	1	8	11	23	25
T	000	O	20	19	1	9	12	21	15
T	000	O	20	19	1	10	13	19	3
T	000	O	20	19	1	11	14	17	12
T	000	O	20	19	1	12	15	15	1
T	000	O	20	20	0	7	7	26	4
T	000	O	20	20	0	8	8	24	36
T	000	O	20	20	0	9	9	22	18
T	000	O	20	20	0	10	10	20	8
T	000	O	20	20	0	11	11	18	20
T	000	O	20	20	0	12	12	16	14
T	000	O	20	20	0	13	13	14	4
T	000	O	20	20	1	7	9	26	6
T	000	O	20	20	1	8	10	24	36
T	000	O	20	20	1	9	11	22	28
T	000	O	20	20	1	10	12	20	16
T	000	O	20	20	1	11	13	18	12
T	000	O	20	20	1	12	14	16	8
T	000	O	20	21	0	8	7	25	6
T	000	O	20	21	0	9	8	23	34
T	000	O	20	21	0	10	9	21	18
T	000	O	20	21	0	11	10	19	20
T	000	O	20	21	0	12	11	17	4
T	000	O	20	21	0	13	12	15	16
T	000	O	20	21	1	7	8	27	5
T	000	O	20	21	1	8	9	25	24
T	000	O	20	21	1	9	10	23	34
T	000	O	20	21	1	10	11	21	29
T	000	O	20	21	1	11	12	19	5
T	000	O	20	21	1	12	13	17	15
T	000	O	20	22	0	9	7	24	1
T	000	O	20	22	0	10	8	22	12
T	000	O	20	22	0	11	9	20	5
T	000	O	20	22	0	13	11	16	4
T	000	O	20	22	0	14	12	14	3
T	000	O	20	22	1	8	8	26	3
T	000	O	20	22	1	9	9	24	9
T	000	O	20	22	1	10	10	22	4
T	000	O	20	22	1	12	12	18	4
T	000	O	21	19	0	8	8	24	22
T	000	O	21	19	0	9	9	22	19
T	000	O	21	19	0	10	10	20	16
T	000	O	21	19	0	11	11	18	6
T	000	O	21	19	0	12	12	16	13
T	000	O	21	19	0	13	13	14	2
T	000	O	21	19	1	7	9	26	4
T	000	O	21	19	1	8	10	24	18
T	000	O	21	19	1	9	11	22	22
T	000	O	21	19	1	10	12	20	9
T	000	O	21	19	1	11	13	18	8
T	000	O	21	19	1	12	14	16	1
T	000	O	21	20	0	8	7	25	6
T	000	O	21	20	0	9	8	23	34
T	000	O	21	20	0	10	9	21	18
T	000	O	21	20	0	11	10	19	20
T	000	O	21	20	0	12	11	17	4
T	000	O	21	20	0	13	12	15	16
T	000	O	21	20	1	7	8	27	5
T	000	O	21	20	1	8	9	25	24
T	000	O	21	20	1	9	10	23	34
T	000	O	21	20	1	10	11	21	29
T	000	O	21	20	1	11	12	19	5
T	000	O	21	20	1	12	13	17	15
T	000	O	21	21	0	9	7	24	6
T	000	O	21	21	0	10	8	22	44
T	000	O	21	21	0	11	9	20	16
T	000	O	21	21	0	12	10	18	2
T	000	O	21	21	0	13	11	16	4
T	000	O	21	21	0	14	12	14	14
T	000	O	21	21	1	7	7	28	8
T	000	O	21	21	1	8	8	26	30
T	000	O	21	21	1	9	9	24	12
T	000	O	21	21	1	10	10	22	20
T	000	O	21	21	1	11	11	20	12
T	000	O	21	21	1	12	12	18	10
T	000	O	21	21	1	13	13	16	4
T	000	O	21	22	0	10	7	23	5
T	000	O	21	22	0	11	8	21	7
T	000	O	21	22	0	12	9	19	4
T	000	O	21	22	0	14	11	15	2
T	000	O	21	22	1	8	7	27	12
T	000	O	21	22	1	10	9	23	4
T	000	O	21	22	1	11	10	21	4
T	000	O	21	22	1	13	12	17	4
T	000	O	22	19	0	9	8	23	4
T	000	O	22	19	0	10	9	21	2
T	000	O	22	19	0	11	10	19	5
T	000	O	22	19	0	12	11	17	1
T	000	O	22	19	0	13	12	15	2
T	000	O	22	19	1	8	9	25	1
T	000	O	22	19	1	9	10	23	5
T	000	O	22	19	1	10	11	21	8
T	000	O	22	19	1	11	12	19	2
T	000	O	22	20	0	9	7	24	1
T	000	O	22	20	0	10	8	22	12
T	000	O	22	20	0	11	9	20	5
T	000	O	22	20	0	13	11	16	4
T	000	O	22	20	0	14	12	14	3
T	000	O	22	20	1	8	8	26	3
T	000	O	22	20	1	9	9	24	9
T	000	O	22	20	1	10	10	22	4
T	000	O	22	20	1	12	12	18	4
T	000	O	22	21	0	10	7	23	5
T	000	O	22	21	0	11	8	21	7
T	000	O	22	21	0	12	9	19	4
T	000	O	22	21	0	14	11	15	2
T	000	O	22	21	1	8	7	27	12
T	000	O	22	21	1	10	9	23	4
T	000	O	22	21	1	11	10	21	4
T	000	O	22	21	1	13	12	17	4
T	000	O	22	22	1	8	6	28	2
T	000	O	22	22	1	11	9	22	2
T	000	O	22	22	1	13	11	18	2
G	000	C	22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19
T	000	C	19	19	0	6	8	26	2
T	000	C	19	19	0	9	11	20	2
T	000	C	19	19	0	11	13	16	2
T	000	C	19	20	0	7	8	25	12
T	000	C	19	20	0	9	10	21	4
T	000	C	19	20	0	10	11	19	4
T	000	C	19	20	0	12	13	15	4
T	000	C	19	20	1	7	10	25	5
T	000	C	19	20	1	8	11	23	7
T	000	C	19	20	1	9	12	21	4
T	000	C	19	20	1	11	14	17	2
T	000	C	19	21	0	8	8	24	3
T	000	C	19	21	0	9	9	22	9
T	000	C	19	21	0	10	10	20	4
T	000	C	19	21	0	12	12	16	4
T	000	C	19	21	1	7	9	26	1
T	000	C	19	21	1	8	10	24	12
T	000	C	19	21	1	9	11	22	5
T	000	C	19	21	1	11	13	18	4
T	000	C	19	21	1	12	14	16	3
T	000	C	19	22	0	9	8	23	1
T	000	C	19	22	0	10	9	21	5
T	000	C	19	22	0	11	10	19	8
T	000	C	19	22	0	12	11	17	2
T	000	C	19	22	1	8	9	25	4
T	000	C	19	22	1	9	10	23	2
T	000	C	19	22	1	10	11	21	5
T	000	C	19	22	1	11	12	19	1
T	000	C	19	22	1	12	13	17	2
T	000	C	20	19	0	7	8	25	12
T	000	C	20	19	0	9	10	21	4
T	000	C	20	19	0	10	11	19	4
T	000	C	20	19	0	12	13	15	4
T	000	C	20	19	1	7	10	25	5
T	000	C	20	19	1	8	11	23	7
T	000	C	20	19	1	9	12	21	4
T	000	C	20	19	1	11	14	17	2
T	000	C	20	20	0	7	7	26	8
T	000	C	20	20	0	8	8	24	30
T	000	C	20	20	0	9	9	22	12
T	000	C	20	20	0	10	10	20	20
T	000	C	20	20	0	11	11	18	12
T	000	C	20	20	0	12	12	16	10
T	000	C	20	20	0	13	13	14	4
T	000	C	20	20	1	7	9	26	6
T	000	C	20	20	1	8	10	24	44
T	000	C	20	20	1	9	11	22	16
T	000	C	20	20	1	10	12	20	2
T	000	C	20	20	1	11	13	18	4
T	000	C	20	20	1	12	14	16	14
T	000	C	20	21	0	8	7	25	5
T	000	C	20	21	0	9	8	23	24
T	000	C	20	21	0	10	9	21	34
T	000	C	20	21	0	11	10	19	29
T	000	C	20	21	0	12	11	17	5
T	000	C	20	21	0	13	12	15	15
